Date,Area,Operation_Cost_KES,Revenue_Collection_KES,Bill_Collection_Rate
2023-05-14,Karen,49669.14,56959.88,0.84
2023-05-14,Kilimani,34619.02,35228.13,0.74
2023-05-14,Kibera,50339.55,55608.8,0.83
2023-05-14,South B,46867.72,52462.48,0.78
2023-05-14,Kahawa,54780.28,60799.69,0.8
2023-05-14,Parklands,47907.9,52529.26,0.78
2023-05-15,Westlands,53354.39,62304.89,0.86
2023-05-15,Eastleigh,54702.74,69869.11,0.76
2023-05-15,Karen,50259.53,51148.99,0.93
2023-05-15,Kilimani,51231.55,54286.17,0.84
2023-05-15,Kibera,56681.5,64299.41,0.88
2023-05-15,South B,57440.4,67034.9,0.91
2023-05-15,Kahawa,49368.32,47319.41,0.86
2023-05-15,Parklands,46677.71,53971.48,0.76
2023-05-16,Westlands,54141.18,60489.51,0.87
2023-05-16,Eastleigh,53093.81,58570.42,0.83
2023-05-16,Karen,55674.89,63667.32,0.88
2023-05-16,Kilimani,49587.38,55147.09,0.85
2023-05-16,Kibera,41279.21,41907.76,0.84
2023-05-16,South B,40612.88,44586.48,0.81
2023-05-16,Kahawa,49620.12,55378.54,0.76
2023-05-16,Parklands,51625.38,55537.54,0.73
2023-05-17,Westlands,47695.6,53880.7,0.83
2023-05-17,Eastleigh,47666.74,53148.48,0.83
2023-05-17,Karen,48664.24,49578.16,0.82
2023-05-17,Kilimani,59420.4,66348.64,0.86
2023-05-17,Kibera,46786.64,50498.94,0.84
2023-05-17,South B,54370.99,64316.81,0.83
2023-05-17,Kahawa,49882.91,54358.54,0.89
2023-05-17,Parklands,52342.93,57532.89,0.9
2023-05-18,Westlands,52590.57,55476.57,0.85
2023-05-18,Eastleigh,49117.4,51120.81,0.84
2023-05-18,Karen,55695.44,65507.26,0.9
2023-05-18,Kilimani,53895.72,60283.38,0.82
2023-05-18,Kibera,52818.79,52712.55,0.82
2023-05-18,South B,55523.78,59577.78,0.88
2023-05-18,Kahawa,48184.71,54967.23,0.77
2023-05-18,Parklands,56358.99,58188.57,0.78
2023-05-19,Westlands,56090.31,61969.51,0.83
2023-05-19,Eastleigh,57838.23,66659.73,0.83
2023-05-19,Karen,49328.07,57950.83,0.8
2023-05-19,Kilimani,57217.28,61576.19,0.81
2023-05-19,Kibera,55434.57,63902.16,0.76
2023-05-19,South B,49465.87,51106.27,0.89
2023-05-19,Kahawa,58598.07,66798.97,0.81
2023-05-19,Parklands,54449.7,59988.71,0.85
2023-05-20,Westlands,47573.53,52892.46,0.85
2023-05-20,Eastleigh,37979.01,42030.66,0.84
2023-05-20,Karen,51734.09,50418.1,0.88
2023-05-20,Kilimani,50143.04,57021.85,0.77
2023-05-20,Kibera,43826.4,43086.87,0.86
2023-05-20,South B,48274.65,52891.65,0.78
2023-05-20,Kahawa,43950.84,41434.83,0.78
2023-05-20,Parklands,46749.82,49840.33,0.85
2023-05-21,Westlands,53808.15,57048.28,0.87
2023-05-21,Eastleigh,53891.31,63578.4,0.87
2023-05-21,Karen,50366.44,52119.07,0.86
2023-05-21,Kilimani,48118.56,57476.26,0.85
2023-05-21,Kibera,49200.16,58894.32,0.83
2023-05-21,South B,49984.02,61760.78,0.86
2023-05-21,Kahawa,55625.69,66903.6,0.82
2023-05-21,Parklands,54543.87,59091.27,0.95
2023-05-22,Westlands,57218.11,65990.45,0.9
2023-05-22,Eastleigh,46522.04,56600.61,0.8
2023-05-22,Karen,52035.16,55084.04,0.89
2023-05-22,Kilimani,58725.37,66615.14,0.87
2023-05-22,Kibera,49431.91,54945.05,0.83
2023-05-22,South B,58166.75,67276.14,0.83
2023-05-22,Kahawa,50301.98,65117.56,0.86
2023-05-22,Parklands,57264.76,61131.48,0.87
2023-05-23,Westlands,46877.5,50168.53,0.89
2023-05-23,Eastleigh,45522.03,46774.69,0.88
2023-05-23,Karen,47559.06,51687.18,0.76
2023-05-23,Kilimani,43653.51,48863.3,0.84
2023-05-23,Kibera,54545.88,57083.25,0.84
2023-05-23,South B,50232.43,54840.33,0.88
2023-05-23,Kahawa,44571.12,50735.27,0.91
2023-05-23,Parklands,45883.33,51896.05,0.87
2023-05-24,Westlands,52943.93,58508.18,0.92
2023-05-24,Eastleigh,60551.44,69369.57,0.87
2023-05-24,Karen,50068.9,51051.25,0.78
2023-05-24,Kilimani,44230.17,49638.33,0.84
2023-05-24,Kibera,57635.58,54302.1,0.85
2023-05-24,South B,52166.95,60688.39,0.86
2023-05-24,Kahawa,51823.98,57858.47,0.87
2023-05-24,Parklands,49903.59,62007.79,0.88
2023-05-25,Westlands,50986.95,53894.32,0.83
2023-05-25,Eastleigh,57550.6,54297.64,0.85
2023-05-25,Karen,49875.39,56733.53,0.86
2023-05-25,Kilimani,57579.06,63992.41,0.85
2023-05-25,Kibera,54758.95,65964.5,0.88
2023-05-25,South B,55057.72,60060.74,0.86
2023-05-25,Kahawa,57428.66,65424.81,0.84
2023-05-25,Parklands,50162.75,58811.56,0.91
2023-05-26,Westlands,45789.34,51676.41,0.85
2023-05-26,Eastleigh,49672.32,59183.08,0.84
2023-05-26,Karen,47122.11,49573.67,0.84
2023-05-26,Kilimani,46323.77,48583.87,0.81
2023-05-26,Kibera,45847.29,48393.92,0.87
2023-05-26,South B,40200.09,42587.41,0.84
2023-05-26,Kahawa,55743.12,60705.08,0.84
2023-05-26,Parklands,49560.27,48889.24,0.88
2023-05-27,Westlands,53087.11,61471.81,0.98
2023-05-27,Eastleigh,43507.39,43867.56,0.89
2023-05-27,Karen,48312.55,50290.19,0.84
2023-05-27,Kilimani,46908.28,57092.56,0.96
2023-05-27,Kibera,41822.19,42199.61,0.81
2023-05-27,South B,46552.36,49094.49,0.84
2023-05-27,Kahawa,47765.83,48578.57,0.8
2023-05-27,Parklands,57731.69,62452.18,0.83
2023-05-28,Westlands,42397.81,45573.03,0.9
2023-05-28,Eastleigh,52977.76,61333.49,0.79
2023-05-28,Karen,43901.91,51746.01,0.89
2023-05-28,Kilimani,48707.69,56522.72,0.79
2023-05-28,Kibera,43777.66,43771.75,0.87
2023-05-28,South B,51083.59,54712.72,0.81
2023-05-28,Kahawa,62072.74,67544.86,0.92
2023-05-28,Parklands,49268.26,52837.92,0.92
2023-05-29,Westlands,53949.82,59530.01,0.91
2023-05-29,Eastleigh,62601.53,66194.67,0.87
2023-05-29,Karen,47953.95,50076.14,0.8
2023-05-29,Kilimani,57961.67,57172.84,0.88
2023-05-29,Kibera,45873.78,55975.75,0.84
2023-05-29,South B,48179.96,58154.09,0.89
2023-05-29,Kahawa,52771.13,61076.14,0.8
2023-05-29,Parklands,53708.57,58653.06,0.87
2023-05-30,Westlands,52422.76,54143.12,0.88
2023-05-30,Eastleigh,49068.21,50265.73,0.84
2023-05-30,Karen,50100.13,57293.81,0.73
2023-05-30,Kilimani,51940.68,55666.34,0.89
2023-05-30,Kibera,49990.67,54156.4,0.84
2023-05-30,South B,51667.05,60141.17,0.81
2023-05-30,Kahawa,48281.7,57962.54,0.83
2023-05-30,Parklands,51836.25,53120.62,0.76
2023-05-31,Westlands,44798.98,47493.95,0.9
2023-05-31,Eastleigh,55747.63,54624.55,0.82
2023-05-31,Karen,53488.95,58739.0,0.93
2023-05-31,Kilimani,53367.5,58042.52,0.84
2023-05-31,Kibera,49716.05,52202.49,0.9
2023-05-31,South B,53712.14,60937.91,0.86
2023-05-31,Kahawa,44909.01,51096.24,0.86
2023-05-31,Parklands,60011.35,61267.75,0.81
2023-06-01,Westlands,42066.78,45887.65,0.76
2023-06-01,Eastleigh,55927.51,65770.49,0.84
2023-06-01,Karen,44931.39,45197.98,0.81
2023-06-01,Kilimani,53126.86,55987.29,0.95
2023-06-01,Kibera,57453.48,63489.17,0.83
2023-06-01,South B,47154.02,57004.24,0.82
2023-06-01,Kahawa,54671.84,60489.83,0.89
2023-06-01,Parklands,45898.01,49724.09,0.85
2023-06-02,Westlands,46843.17,55565.34,0.81
2023-06-02,Eastleigh,47114.84,56222.87,0.91
2023-06-02,Karen,57939.89,56836.85,0.86
2023-06-02,Kilimani,50451.41,53906.69,0.87
2023-06-02,Kibera,48392.79,53983.59,1.0
2023-06-02,South B,51585.65,58206.34,0.89
2023-06-02,Kahawa,50903.22,52614.99,0.77
2023-06-02,Parklands,49853.54,54216.12,0.75
2023-06-03,Westlands,58146.96,64656.82,0.92
2023-06-03,Eastleigh,38840.69,46601.12,0.83
2023-06-03,Karen,56295.79,62993.1,0.87
2023-06-03,Kilimani,52272.59,56316.71,0.82
2023-06-03,Kibera,48194.2,48643.65,0.83
2023-06-03,South B,46516.04,46877.29,0.87
2023-06-03,Kahawa,50038.59,56092.89,0.88
2023-06-03,Parklands,48810.7,50957.56,0.87
2023-06-04,Westlands,35389.02,38856.21,0.89
2023-06-04,Eastleigh,55234.63,59133.43,0.74
2023-06-04,Karen,36833.67,42228.82,0.83
2023-06-04,Kilimani,60086.5,60884.34,0.87
2023-06-04,Kibera,58311.76,65217.04,0.77
2023-06-04,South B,63863.06,77129.85,0.84
2023-06-04,Kahawa,54094.77,62691.94,0.88
2023-06-04,Parklands,43091.28,48523.8,0.92
2023-06-05,Westlands,52522.64,59393.38,0.82
2023-06-05,Eastleigh,45480.11,45606.83,0.89
2023-06-05,Karen,48895.58,49766.42,0.9
2023-06-05,Kilimani,47065.44,49382.89,0.83
2023-06-05,Kibera,49034.55,55643.01,0.81
2023-06-05,South B,55051.87,62565.07,0.82
2023-06-05,Kahawa,49201.05,53015.56,0.85
2023-06-05,Parklands,57599.37,62026.41,0.86
2023-06-06,Westlands,46507.09,52998.41,0.86
2023-06-06,Eastleigh,56648.09,59542.96,0.88
2023-06-06,Karen,56320.42,60632.02,0.84
2023-06-06,Kilimani,50953.69,55520.28,0.86
2023-06-06,Kibera,53367.18,58575.37,0.84
2023-06-06,South B,51333.31,55391.42,0.83
2023-06-06,Kahawa,45505.7,50159.15,0.87
2023-06-06,Parklands,48654.31,51316.76,0.85
2023-06-07,Westlands,51985.44,57876.33,0.96
2023-06-07,Eastleigh,46717.92,51166.84,0.89
2023-06-07,Karen,46526.6,57243.27,0.85
2023-06-07,Kilimani,52805.72,58415.58,0.9
2023-06-07,Kibera,44685.78,53943.33,0.86
2023-06-07,South B,53292.29,56330.25,0.87
2023-06-07,Kahawa,45160.05,53352.85,0.79
2023-06-07,Parklands,50770.87,54819.96,0.77
2023-06-08,Westlands,45323.21,51406.65,0.81
2023-06-08,Eastleigh,46654.15,52685.01,0.9
2023-06-08,Karen,53303.88,58739.41,0.86
2023-06-08,Kilimani,50593.73,52497.92,0.86
2023-06-08,Kibera,44773.7,51262.66,0.86
2023-06-08,South B,39179.0,45786.25,0.82
2023-06-08,Kahawa,46975.98,54827.25,0.84
2023-06-08,Parklands,52987.06,56300.44,0.89
2023-06-09,Westlands,50986.0,57681.46,0.84
2023-06-09,Eastleigh,58148.85,71324.15,0.74
2023-06-09,Karen,54631.78,56533.89,0.88
2023-06-09,Kilimani,41111.62,46505.9,0.81
2023-06-09,Kibera,47705.89,51375.14,0.81
2023-06-09,South B,46462.96,50139.53,0.84
2023-06-09,Kahawa,51615.66,63278.02,0.8
2023-06-09,Parklands,50633.54,58493.0,0.81
2023-06-10,Westlands,38713.65,37974.1,0.74
2023-06-10,Eastleigh,57700.58,66062.56,0.89
2023-06-10,Karen,54907.04,58618.45,0.97
2023-06-10,Kilimani,51677.33,56859.01,0.91
2023-06-10,Kibera,53336.5,63565.27,0.92
2023-06-10,South B,48233.77,53884.67,0.8
2023-06-10,Kahawa,41858.59,48530.51,0.9
2023-06-10,Parklands,40088.8,42429.24,0.85
2023-06-11,Westlands,50756.94,62833.29,0.82
2023-06-11,Eastleigh,49143.47,56379.39,0.83
2023-06-11,Karen,47475.12,50648.41,0.86
2023-06-11,Kilimani,49121.55,56458.4,0.87
2023-06-11,Kibera,35423.05,35109.58,0.82
2023-06-11,South B,54900.01,58339.0,0.87
2023-06-11,Kahawa,52992.48,60417.64,0.82
2023-06-11,Parklands,44259.56,45131.72,1.0
2023-06-12,Westlands,52277.13,64020.56,0.81
2023-06-12,Eastleigh,56241.59,60403.88,0.85
2023-06-12,Karen,48568.18,50891.52,0.81
2023-06-12,Kilimani,49804.46,53133.38,0.86
2023-06-12,Kibera,45810.85,52727.6,0.83
2023-06-12,South B,58184.67,64102.6,0.84
2023-06-12,Kahawa,58017.68,62241.76,0.83
2023-06-12,Parklands,46495.13,51994.96,0.81
2023-06-13,Westlands,53883.33,59377.94,0.89
2023-06-13,Eastleigh,53630.92,57475.65,0.81
2023-06-13,Karen,48358.2,53463.68,0.87
2023-06-13,Kilimani,52225.66,57600.97,0.82
2023-06-13,Kibera,47066.88,53594.73,0.82
2023-06-13,South B,52801.17,60380.38,0.93
2023-06-13,Kahawa,47595.73,51587.35,0.73
2023-06-13,Parklands,45284.64,47225.16,0.88
2023-06-14,Westlands,59036.89,67464.37,0.9
2023-06-14,Eastleigh,46443.35,47703.43,0.84
2023-06-14,Karen,46881.23,49179.77,0.86
2023-06-14,Kilimani,44070.4,51065.31,0.83
2023-06-14,Kibera,49773.81,55322.9,0.83
2023-06-14,South B,56327.74,56362.91,0.91
2023-06-14,Kahawa,48264.73,56221.1,0.86
2023-06-14,Parklands,54252.48,59531.43,0.86
2023-06-15,Westlands,55489.52,61661.63,0.92
2023-06-15,Eastleigh,51760.98,54730.68,0.83
2023-06-15,Karen,54440.54,55769.66,0.89
2023-06-15,Kilimani,48171.16,49190.86,0.86
2023-06-15,Kibera,46499.05,49653.75,0.82
2023-06-15,South B,50574.47,54602.83,0.87
2023-06-15,Kahawa,55062.1,62782.34,0.94
2023-06-15,Parklands,60256.74,65446.86,0.79
2023-06-16,Westlands,48554.34,54026.07,0.96
2023-06-16,Eastleigh,48125.99,54048.63,0.82
2023-06-16,Karen,48266.63,49524.69,0.78
2023-06-16,Kilimani,56804.65,66705.86,0.83
2023-06-16,Kibera,55316.91,56426.08,0.84
2023-06-16,South B,50871.31,60399.18,0.86
2023-06-16,Kahawa,52723.75,56649.17,0.86
2023-06-16,Parklands,56321.8,56317.68,0.91
2023-06-17,Westlands,48950.14,49616.51,0.84
2023-06-17,Eastleigh,56450.41,60607.88,0.86
2023-06-17,Karen,41934.07,41360.9,0.8
2023-06-17,Kilimani,55064.04,60663.83,0.9
2023-06-17,Kibera,55790.57,58899.23,0.93
2023-06-17,South B,47278.1,55316.49,0.9
2023-06-17,Kahawa,50325.17,55827.38,0.87
2023-06-17,Parklands,50577.19,54605.21,0.83
2023-06-18,Westlands,48089.3,56946.58,0.77
2023-06-18,Eastleigh,47515.79,51498.27,0.84
2023-06-18,Karen,51483.88,52377.83,0.9
2023-06-18,Kilimani,54434.77,62536.39,0.84
2023-06-18,Kibera,46308.24,50191.74,0.85
2023-06-18,South B,53330.93,58648.81,0.87
2023-06-18,Kahawa,47830.46,53742.84,0.84
2023-06-18,Parklands,51339.76,50834.0,0.87
2023-06-19,Westlands,52700.02,60045.48,0.8
2023-06-19,Eastleigh,46449.35,48704.08,0.87
2023-06-19,Karen,53291.12,56473.85,0.92
2023-06-19,Kilimani,56511.93,62952.45,0.87
2023-06-19,Kibera,41602.25,44539.88,0.79
2023-06-19,South B,45450.07,51742.34,0.89
2023-06-19,Kahawa,53989.29,60506.33,0.88
2023-06-19,Parklands,42054.33,42945.06,0.84
2023-06-20,Westlands,52987.43,57010.65,0.78
2023-06-20,Eastleigh,46541.19,48604.05,0.76
2023-06-20,Karen,61121.96,72437.88,0.75
2023-06-20,Kilimani,40389.74,42514.68,0.78
2023-06-20,Kibera,61913.09,65185.15,0.87
2023-06-20,South B,47471.02,48853.99,0.9
2023-06-20,Kahawa,53274.15,58661.66,0.97
2023-06-20,Parklands,51175.28,55030.29,0.95
2023-06-21,Westlands,52019.38,62985.83,0.85
2023-06-21,Eastleigh,34927.79,35056.36,0.9
2023-06-21,Karen,47054.69,52770.24,0.91
2023-06-21,Kilimani,50897.42,53398.47,0.85
2023-06-21,Kibera,50534.66,54500.11,0.78
2023-06-21,South B,48222.59,52995.04,0.78
2023-06-21,Kahawa,45409.54,48061.67,0.76
2023-06-21,Parklands,50641.18,56738.49,0.82
2023-06-22,Westlands,43156.92,48830.08,0.88
2023-06-22,Eastleigh,50492.91,55931.07,0.88
2023-06-22,Karen,49522.66,51768.3,0.85
2023-06-22,Kilimani,48039.74,52864.35,0.89
2023-06-22,Kibera,43989.61,49115.97,0.79
2023-06-22,South B,45409.1,54822.38,0.87
2023-06-22,Kahawa,50804.71,50662.42,0.84
2023-06-22,Parklands,39636.05,43893.81,0.79
2023-06-23,Westlands,52789.22,58885.57,0.79
2023-06-23,Eastleigh,51907.97,64421.43,0.84
2023-06-23,Karen,54401.51,52677.31,0.87
2023-06-23,Kilimani,47153.64,51280.24,0.88
2023-06-23,Kibera,48782.59,48776.08,0.93
2023-06-23,South B,42749.0,44904.84,0.86
2023-06-23,Kahawa,50687.17,57419.35,0.86
2023-06-23,Parklands,55742.1,63371.49,0.79
2023-06-24,Westlands,37009.55,41259.02,0.92
2023-06-24,Eastleigh,43738.14,45345.66,0.87
2023-06-24,Karen,52414.97,61742.13,0.93
2023-06-24,Kilimani,51180.42,53471.49,0.81
2023-06-24,Kibera,47281.86,55415.69,0.82
2023-06-24,South B,54807.89,55130.47,0.86
2023-06-24,Kahawa,46244.54,52669.62,0.84
2023-06-24,Parklands,53987.65,58130.16,0.85
2023-06-25,Westlands,54040.41,59356.74,0.85
2023-06-25,Eastleigh,53802.38,59183.21,0.77
2023-06-25,Karen,47144.8,46200.76,0.84
2023-06-25,Kilimani,52356.56,58278.03,0.92
2023-06-25,Kibera,56413.34,63278.16,0.73
2023-06-25,South B,53356.72,56282.76,0.89
2023-06-25,Kahawa,51563.25,59176.33,0.88
2023-06-25,Parklands,61950.9,70554.45,0.79
2023-06-26,Westlands,55356.56,59620.19,0.92
2023-06-26,Eastleigh,57714.43,66107.25,0.79
2023-06-26,Karen,47698.41,56863.6,0.95
2023-06-26,Kilimani,50309.63,54693.51,0.79
2023-06-26,Kibera,44164.75,49470.3,0.89
2023-06-26,South B,42563.23,49326.82,0.92
2023-06-26,Kahawa,53152.95,64444.55,0.87
2023-06-26,Parklands,51826.83,58435.12,0.92
2023-06-27,Westlands,52688.2,56406.19,0.87
2023-06-27,Eastleigh,52167.24,56924.8,0.9
2023-06-27,Karen,50457.43,58068.61,0.88
2023-06-27,Kilimani,46371.13,48287.62,0.81
2023-06-27,Kibera,49594.21,59932.09,0.85
2023-06-27,South B,51868.77,60258.34,0.83
2023-06-27,Kahawa,47926.64,56234.85,0.88
2023-06-27,Parklands,47180.06,50869.42,0.85
2023-06-28,Westlands,51648.1,61247.35,0.88
2023-06-28,Eastleigh,45082.47,47512.05,0.87
2023-06-28,Karen,50713.9,53256.79,0.9
2023-06-28,Kilimani,38760.34,43675.76,0.77
2023-06-28,Kibera,54403.49,59178.79,0.89
2023-06-28,South B,48045.03,57229.96,0.76
2023-06-28,Kahawa,54397.45,57959.93,0.87
2023-06-28,Parklands,52085.45,52840.3,0.9
2023-06-29,Westlands,51968.51,57820.23,0.87
2023-06-29,Eastleigh,50626.16,58688.58,0.83
2023-06-29,Karen,54180.92,61885.41,0.84
2023-06-29,Kilimani,59231.22,67189.18,0.86
2023-06-29,Kibera,52869.8,58061.1,0.91
2023-06-29,South B,49893.21,57789.45,0.8
2023-06-29,Kahawa,41020.9,46401.66,0.83
2023-06-29,Parklands,49036.69,46722.58,0.94
2023-06-30,Westlands,50522.78,60210.39,0.78
2023-06-30,Eastleigh,50493.24,57132.54,0.86
2023-06-30,Karen,51167.49,51917.37,0.87
2023-06-30,Kilimani,45786.6,48755.79,0.85
2023-06-30,Kibera,48240.44,52382.5,0.91
2023-06-30,South B,49219.75,53118.04,0.84
2023-06-30,Kahawa,44442.56,49578.64,0.89
2023-06-30,Parklands,51569.92,57107.64,0.88
2023-07-01,Westlands,47229.44,52309.02,0.92
2023-07-01,Eastleigh,48529.62,55542.76,0.88
2023-07-01,Karen,46211.61,53130.24,0.82
2023-07-01,Kilimani,52145.31,55509.08,0.86
2023-07-01,Kibera,50646.12,56332.46,0.86
2023-07-01,South B,47346.72,48728.65,0.85
2023-07-01,Kahawa,55513.97,63447.51,0.87
2023-07-01,Parklands,47445.57,53002.48,0.81
2023-07-02,Westlands,47882.06,54021.09,0.76
2023-07-02,Eastleigh,58647.7,59719.72,0.94
2023-07-02,Karen,45805.49,48087.94,0.83
2023-07-02,Kilimani,47802.88,50942.3,0.83
2023-07-02,Kibera,50458.58,52813.36,0.89
2023-07-02,South B,57061.09,55839.65,0.94
2023-07-02,Kahawa,53862.7,60420.02,0.82
2023-07-02,Parklands,50833.08,59135.87,0.98
2023-07-03,Westlands,60959.67,61303.46,0.84
2023-07-03,Eastleigh,50387.62,60078.73,0.85
2023-07-03,Karen,46223.75,51238.86,0.83
2023-07-03,Kilimani,54932.57,69225.66,0.9
2023-07-03,Kibera,54754.26,64900.95,0.87
2023-07-03,South B,48006.28,52110.14,0.9
2023-07-03,Kahawa,51444.69,53561.74,0.92
2023-07-03,Parklands,46129.42,47592.66,0.81
2023-07-04,Westlands,51531.93,60201.0,0.86
2023-07-04,Eastleigh,47215.71,49693.82,0.89
2023-07-04,Karen,49536.46,55835.77,0.84
2023-07-04,Kilimani,51497.21,58210.7,0.97
2023-07-04,Kibera,52012.44,56164.06,0.86
2023-07-04,South B,45251.83,47184.19,0.91
2023-07-04,Kahawa,51520.8,60677.88,0.77
2023-07-04,Parklands,45122.36,50734.89,0.81
2023-07-05,Westlands,42880.14,44375.4,0.83
2023-07-05,Eastleigh,52065.51,63336.93,0.8
2023-07-05,Karen,44995.51,45476.47,0.88
2023-07-05,Kilimani,50624.05,52764.73,0.81
2023-07-05,Kibera,49380.36,54349.09,0.8
2023-07-05,South B,50885.94,51676.87,0.85
2023-07-05,Kahawa,49112.11,55549.34,0.91
2023-07-05,Parklands,48146.62,53203.26,0.75
2023-07-06,Westlands,59858.6,58904.55,0.85
2023-07-06,Eastleigh,37256.99,39169.47,0.94
2023-07-06,Karen,55723.55,65142.26,0.84
2023-07-06,Kilimani,58254.64,65345.89,0.88
2023-07-06,Kibera,63234.55,74355.67,0.85
2023-07-06,South B,52552.14,62866.49,0.88
2023-07-06,Kahawa,53915.31,64089.98,0.98
2023-07-06,Parklands,45325.98,52153.66,0.87
2023-07-07,Westlands,48071.54,51096.21,0.93
2023-07-07,Eastleigh,44888.8,45490.84,0.82
2023-07-07,Karen,41090.49,43145.74,0.8
2023-07-07,Kilimani,50430.23,60463.65,0.82
2023-07-07,Kibera,54325.51,62682.51,0.74
2023-07-07,South B,47240.39,51046.04,0.87
2023-07-07,Kahawa,52850.33,59536.09,0.81
2023-07-07,Parklands,46833.4,47174.78,0.85
2023-07-08,Westlands,48164.07,54888.9,0.88
2023-07-08,Eastleigh,48331.14,54292.13,0.84
2023-07-08,Karen,44432.56,46787.02,0.74
2023-07-08,Kilimani,48021.27,51210.83,0.8
2023-07-08,Kibera,54095.9,61626.49,0.88
2023-07-08,South B,53458.12,59065.0,0.85
2023-07-08,Kahawa,54151.04,62185.58,0.9
2023-07-08,Parklands,49781.96,51817.31,0.86
2023-07-09,Westlands,47108.74,54056.32,0.86
2023-07-09,Eastleigh,50257.2,54253.57,0.9
2023-07-09,Karen,54619.5,58364.66,0.79
2023-07-09,Kilimani,50897.23,60164.78,0.79
2023-07-09,Kibera,52351.81,55055.08,0.8
2023-07-09,South B,54655.92,62705.22,0.84
2023-07-09,Kahawa,53947.5,62008.81,0.78
2023-07-09,Parklands,50421.36,60345.91,0.87
2023-07-10,Westlands,36921.11,38228.4,0.9
2023-07-10,Eastleigh,47214.17,55612.96,0.95
2023-07-10,Karen,48810.26,51975.14,0.8
2023-07-10,Kilimani,53791.22,57332.07,0.83
2023-07-10,Kibera,44457.14,47875.16,0.81
2023-07-10,South B,40090.08,42114.08,0.89
2023-07-10,Kahawa,56744.98,62309.76,0.85
2023-07-10,Parklands,51429.91,63390.95,0.8
2023-07-11,Westlands,43689.29,48130.14,0.87
2023-07-11,Eastleigh,49833.16,50645.68,0.89
2023-07-11,Karen,49309.31,56263.63,0.93
2023-07-11,Kilimani,42683.56,42397.86,0.88
2023-07-11,Kibera,39827.61,42974.31,0.82
2023-07-11,South B,51799.26,54995.43,0.87
2023-07-11,Kahawa,44665.05,45748.85,0.85
2023-07-11,Parklands,50526.41,56801.2,0.92
2023-07-12,Westlands,56403.05,63981.09,0.89
2023-07-12,Eastleigh,51310.7,60632.19,0.87
2023-07-12,Karen,47238.79,49888.4,0.91
2023-07-12,Kilimani,49084.57,60353.99,0.79
2023-07-12,Kibera,56257.2,60604.67,0.87
2023-07-12,South B,43491.35,42860.63,0.92
2023-07-12,Kahawa,47806.58,55888.24,0.82
2023-07-12,Parklands,54933.64,59171.19,0.79
2023-07-13,Westlands,53232.42,62090.25,0.88
2023-07-13,Eastleigh,49276.24,48848.73,0.8
2023-07-13,Karen,46489.95,50590.97,0.91
2023-07-13,Kilimani,49413.18,47835.39,0.72
2023-07-13,Kibera,46526.22,49859.08,0.87
2023-07-13,South B,42737.51,43383.97,0.87
2023-07-13,Kahawa,56671.03,55388.57,0.81
2023-07-13,Parklands,55556.2,64759.08,0.8
2023-07-14,Westlands,55799.39,61821.2,0.88
2023-07-14,Eastleigh,46479.83,52243.66,0.79
2023-07-14,Karen,47263.27,51313.87,0.86
2023-07-14,Kilimani,62032.65,78867.75,0.83
2023-07-14,Kibera,57398.0,59286.68,0.87
2023-07-14,South B,46571.74,50096.63,0.98
2023-07-14,Kahawa,48065.08,51081.66,0.8
2023-07-14,Parklands,46153.67,46734.48,0.86
2023-07-15,Westlands,51024.34,57501.96,0.85
2023-07-15,Eastleigh,47163.1,50101.6,0.86
2023-07-15,Karen,49742.43,52909.79,0.84
2023-07-15,Kilimani,57697.24,71144.23,0.84
2023-07-15,Kibera,46331.11,51066.08,0.91
2023-07-15,South B,49781.64,56157.72,0.82
2023-07-15,Kahawa,44166.55,50990.33,0.86
2023-07-15,Parklands,53279.18,52948.77,0.94
2023-07-16,Westlands,51261.4,50622.17,0.9
2023-07-16,Eastleigh,48133.06,53282.48,0.83
2023-07-16,Karen,49510.52,54556.19,0.77
2023-07-16,Kilimani,54328.81,60431.92,0.87
2023-07-16,Kibera,54079.75,60182.97,0.87
2023-07-16,South B,42647.89,44824.03,0.85
2023-07-16,Kahawa,50928.52,57602.5,0.92
2023-07-16,Parklands,49528.96,55897.79,0.85
2023-07-17,Westlands,48751.4,53202.2,0.81
2023-07-17,Eastleigh,49414.95,53900.48,0.84
2023-07-17,Karen,41290.49,45360.45,0.81
2023-07-17,Kilimani,49690.74,51372.27,0.85
2023-07-17,Kibera,48515.16,51634.28,0.86
2023-07-17,South B,51877.38,57158.23,0.88
2023-07-17,Kahawa,47933.52,54212.66,0.85
2023-07-17,Parklands,45003.34,47384.56,0.91
2023-07-18,Westlands,57881.7,66642.76,0.82
2023-07-18,Eastleigh,57138.62,65413.19,0.87
2023-07-18,Karen,59211.55,62118.93,0.89
2023-07-18,Kilimani,45927.0,48938.39,0.98
2023-07-18,Kibera,52511.82,64337.33,0.88
2023-07-18,South B,52012.1,55356.67,0.9
2023-07-18,Kahawa,50126.55,55652.05,0.84
2023-07-18,Parklands,49496.11,54773.4,0.86
2023-07-19,Westlands,49746.4,49935.68,0.88
2023-07-19,Eastleigh,49384.9,43921.66,0.77
2023-07-19,Karen,47632.72,56592.85,0.88
2023-07-19,Kilimani,46564.24,50876.3,0.91
2023-07-19,Kibera,46918.34,48532.93,0.89
2023-07-19,South B,55580.34,59230.96,0.87
2023-07-19,Kahawa,49797.0,53113.81,0.91
2023-07-19,Parklands,46680.15,53875.44,0.85
