Date,Pipeline_Segment,Pressure_PSI,Flow_Rate_M3_hr,Maintenace_Status
2023-06-30,Pipeline_11,56.77,160.97,Good
2023-06-30,Pipeline_12,60.65,123.82,Good
2023-06-30,Pipeline_13,51.34,112.26,Under Repair
2023-06-30,Pipeline_14,56.5,117.95,Good
2023-06-30,Pipeline_15,64.6,95.23,Good
2023-06-30,Pipeline_16,55.43,100.39,Good
2023-06-30,Pipeline_17,62.19,125.0,Good
2023-06-30,Pipeline_18,64.74,108.75,Good
2023-06-30,Pipeline_19,51.29,125.27,Good
2023-06-30,Pipeline_20,57.59,123.6,Good
2023-07-01,Pipeline_1,66.0,106.92,Good
2023-07-01,Pipeline_2,61.91,108.16,Good
2023-07-01,Pipeline_3,58.17,99.96,Good
2023-07-01,Pipeline_4,62.63,138.21,Good
2023-07-01,Pipeline_5,65.03,121.68,Needs Inspection
2023-07-01,Pipeline_6,59.74,105.49,Good
2023-07-01,Pipeline_7,53.31,100.46,Good
2023-07-01,Pipeline_8,63.07,94.88,Good
2023-07-01,Pipeline_9,62.64,112.14,Good
2023-07-01,Pipeline_10,57.41,131.54,Good
2023-07-01,Pipeline_11,65.79,90.76,Good
2023-07-01,Pipeline_12,52.33,156.41,Under Repair
2023-07-01,Pipeline_13,57.93,138.64,Good
2023-07-01,Pipeline_14,64.06,107.88,Good
2023-07-01,Pipeline_15,60.35,127.44,Good
2023-07-01,Pipeline_16,70.66,104.2,Good
2023-07-01,Pipeline_17,60.95,129.26,Good
2023-07-01,Pipeline_18,57.68,136.33,Good
2023-07-01,Pipeline_19,52.74,115.52,Needs Inspection
2023-07-01,Pipeline_20,53.38,123.05,Good
2023-07-02,Pipeline_1,53.45,107.46,Good
2023-07-02,Pipeline_2,50.97,120.03,Good
2023-07-02,Pipeline_3,57.0,125.06,Good
2023-07-02,Pipeline_4,58.0,135.59,Good
2023-07-02,Pipeline_5,60.94,134.93,Under Repair
2023-07-02,Pipeline_6,58.35,138.7,Good
2023-07-02,Pipeline_7,60.7,104.55,Good
2023-07-02,Pipeline_8,56.7,114.27,Good
2023-07-02,Pipeline_9,72.39,113.1,Good
2023-07-02,Pipeline_10,60.52,141.88,Good
2023-07-02,Pipeline_11,64.18,111.13,Good
2023-07-02,Pipeline_12,59.46,121.72,Good
2023-07-02,Pipeline_13,58.81,115.15,Good
2023-07-02,Pipeline_14,60.68,134.13,Good
2023-07-02,Pipeline_15,66.47,95.01,Good
2023-07-02,Pipeline_16,53.48,127.3,Good
2023-07-02,Pipeline_17,65.26,99.46,Good
2023-07-02,Pipeline_18,66.08,111.8,Good
2023-07-02,Pipeline_19,61.87,135.27,Good
2023-07-02,Pipeline_20,59.88,126.26,Good
2023-07-03,Pipeline_1,56.27,117.6,Good
2023-07-03,Pipeline_2,61.25,98.01,Good
2023-07-03,Pipeline_3,67.08,146.93,Good
2023-07-03,Pipeline_4,56.85,114.11,Good
2023-07-03,Pipeline_5,61.48,96.51,Good
2023-07-03,Pipeline_6,57.29,120.94,Good
2023-07-03,Pipeline_7,59.59,122.87,Good
2023-07-03,Pipeline_8,70.63,106.18,Good
2023-07-03,Pipeline_9,57.21,128.41,Good
2023-07-03,Pipeline_10,54.91,120.96,Good
2023-07-03,Pipeline_11,62.0,113.71,Good
2023-07-03,Pipeline_12,53.47,124.14,Good
2023-07-03,Pipeline_13,53.24,130.89,Good
2023-07-03,Pipeline_14,52.2,118.22,Good
2023-07-03,Pipeline_15,59.48,130.15,Needs Inspection
2023-07-03,Pipeline_16,59.55,100.53,Good
2023-07-03,Pipeline_17,53.57,103.62,Good
2023-07-03,Pipeline_18,57.28,123.74,Good
2023-07-03,Pipeline_19,63.02,119.81,Good
2023-07-03,Pipeline_20,54.41,122.94,Good
2023-07-04,Pipeline_1,61.56,156.28,Good
2023-07-04,Pipeline_2,60.79,128.17,Good
2023-07-04,Pipeline_3,64.36,124.69,Good
2023-07-04,Pipeline_4,68.73,120.3,Good
2023-07-04,Pipeline_5,60.33,118.03,Good
2023-07-04,Pipeline_6,62.4,119.21,Good
2023-07-04,Pipeline_7,57.44,123.31,Good
2023-07-04,Pipeline_8,49.64,126.33,Good
2023-07-04,Pipeline_9,58.45,125.96,Good
2023-07-04,Pipeline_10,53.83,129.98,Good
2023-07-04,Pipeline_11,56.58,126.53,Good
2023-07-04,Pipeline_12,56.43,128.98,Good
2023-07-04,Pipeline_13,58.18,109.27,Good
2023-07-04,Pipeline_14,54.24,120.24,Good
2023-07-04,Pipeline_15,64.7,107.11,Good
2023-07-04,Pipeline_16,63.35,141.23,Good
2023-07-04,Pipeline_17,64.65,120.26,Good
2023-07-04,Pipeline_18,68.47,121.95,Good
2023-07-04,Pipeline_19,66.16,127.68,Under Repair
2023-07-04,Pipeline_20,51.44,113.11,Needs Inspection
2023-07-05,Pipeline_1,61.9,135.73,Good
2023-07-05,Pipeline_2,52.19,125.88,Good
2023-07-05,Pipeline_3,62.93,126.81,Good
2023-07-05,Pipeline_4,60.05,113.14,Needs Inspection
2023-07-05,Pipeline_5,58.15,99.48,Good
2023-07-05,Pipeline_6,61.87,112.31,Good
2023-07-05,Pipeline_7,60.99,118.5,Good
2023-07-05,Pipeline_8,65.42,131.71,Good
2023-07-05,Pipeline_9,51.71,126.89,Good
2023-07-05,Pipeline_10,52.79,128.37,Needs Inspection
2023-07-05,Pipeline_11,59.17,160.4,Good
2023-07-05,Pipeline_12,51.0,149.41,Good
2023-07-05,Pipeline_13,62.59,95.78,Good
2023-07-05,Pipeline_14,55.76,136.17,Good
2023-07-05,Pipeline_15,67.64,125.0,Good
2023-07-05,Pipeline_16,56.36,102.83,Needs Inspection
2023-07-05,Pipeline_17,64.8,135.1,Good
2023-07-05,Pipeline_18,57.13,137.75,Good
2023-07-05,Pipeline_19,56.72,114.48,Good
2023-07-05,Pipeline_20,59.84,114.8,Good
2023-07-06,Pipeline_1,59.76,92.74,Good
2023-07-06,Pipeline_2,59.37,104.87,Good
2023-07-06,Pipeline_3,56.47,130.44,Good
2023-07-06,Pipeline_4,48.46,146.16,Needs Inspection
2023-07-06,Pipeline_5,65.22,137.42,Good
2023-07-06,Pipeline_6,61.6,125.99,Good
2023-07-06,Pipeline_7,58.89,118.45,Good
2023-07-06,Pipeline_8,54.87,128.27,Needs Inspection
2023-07-06,Pipeline_9,57.83,134.77,Good
2023-07-06,Pipeline_10,56.79,115.92,Good
2023-07-06,Pipeline_11,63.37,118.91,Needs Inspection
2023-07-06,Pipeline_12,62.42,137.5,Needs Inspection
2023-07-06,Pipeline_13,53.33,120.94,Good
2023-07-06,Pipeline_14,55.77,106.54,Good
2023-07-06,Pipeline_15,57.2,100.12,Needs Inspection
2023-07-06,Pipeline_16,61.24,102.48,Good
2023-07-06,Pipeline_17,55.64,128.63,Good
2023-07-06,Pipeline_18,67.56,102.3,Good
2023-07-06,Pipeline_19,59.52,129.69,Good
2023-07-06,Pipeline_20,48.32,145.79,Good
2023-07-07,Pipeline_1,53.45,112.32,Needs Inspection
2023-07-07,Pipeline_2,66.73,111.48,Under Repair
2023-07-07,Pipeline_3,56.6,159.31,Good
2023-07-07,Pipeline_4,59.73,99.01,Good
2023-07-07,Pipeline_5,61.84,103.21,Good
2023-07-07,Pipeline_6,62.51,125.26,Good
2023-07-07,Pipeline_7,57.03,138.77,Good
2023-07-07,Pipeline_8,57.73,129.8,Good
2023-07-07,Pipeline_9,67.33,118.51,Good
2023-07-07,Pipeline_10,56.21,134.47,Good
2023-07-07,Pipeline_11,55.4,153.72,Good
2023-07-07,Pipeline_12,61.68,125.49,Good
2023-07-07,Pipeline_13,64.51,119.73,Good
2023-07-07,Pipeline_14,59.98,119.45,Good
2023-07-07,Pipeline_15,57.51,94.53,Needs Inspection
2023-07-07,Pipeline_16,53.75,141.05,Good
2023-07-07,Pipeline_17,57.14,133.59,Good
2023-07-07,Pipeline_18,59.28,94.29,Good
2023-07-07,Pipeline_19,56.57,102.97,Good
2023-07-07,Pipeline_20,57.94,123.24,Good
2023-07-08,Pipeline_1,63.22,133.63,Good
2023-07-08,Pipeline_2,65.71,132.06,Good
2023-07-08,Pipeline_3,66.44,125.71,Good
2023-07-08,Pipeline_4,67.87,112.42,Good
2023-07-08,Pipeline_5,54.2,135.27,Good
2023-07-08,Pipeline_6,56.44,102.68,Good
2023-07-08,Pipeline_7,63.23,131.57,Good
2023-07-08,Pipeline_8,61.0,148.69,Good
2023-07-08,Pipeline_9,58.18,123.17,Good
2023-07-08,Pipeline_10,56.27,145.01,Good
2023-07-08,Pipeline_11,62.73,147.05,Good
2023-07-08,Pipeline_12,64.09,124.59,Good
2023-07-08,Pipeline_13,56.9,109.19,Good
2023-07-08,Pipeline_14,56.75,102.55,Good
2023-07-08,Pipeline_15,65.35,109.05,Good
2023-07-08,Pipeline_16,61.81,119.66,Needs Inspection
2023-07-08,Pipeline_17,61.08,119.84,Good
2023-07-08,Pipeline_18,50.69,133.32,Good
2023-07-08,Pipeline_19,61.03,133.78,Good
2023-07-08,Pipeline_20,61.69,150.26,Good
2023-07-09,Pipeline_1,59.68,142.14,Good
2023-07-09,Pipeline_2,55.74,114.48,Good
2023-07-09,Pipeline_3,60.24,107.25,Good
2023-07-09,Pipeline_4,55.88,137.95,Good
2023-07-09,Pipeline_5,59.3,114.98,Needs Inspection
2023-07-09,Pipeline_6,52.05,130.79,Needs Inspection
2023-07-09,Pipeline_7,63.46,132.65,Needs Inspection
2023-07-09,Pipeline_8,56.21,134.4,Good
2023-07-09,Pipeline_9,58.25,125.64,Good
2023-07-09,Pipeline_10,58.02,113.38,Good
2023-07-09,Pipeline_11,61.87,125.96,Good
2023-07-09,Pipeline_12,64.48,141.77,Good
2023-07-09,Pipeline_13,56.29,107.83,Good
2023-07-09,Pipeline_14,54.21,105.86,Good
2023-07-09,Pipeline_15,61.06,125.14,Good
2023-07-09,Pipeline_16,59.36,124.11,Good
2023-07-09,Pipeline_17,54.57,102.89,Good
2023-07-09,Pipeline_18,56.56,134.37,Good
2023-07-09,Pipeline_19,66.34,109.58,Good
2023-07-09,Pipeline_20,63.66,124.85,Good
2023-07-10,Pipeline_1,65.48,129.43,Good
2023-07-10,Pipeline_2,60.21,114.49,Good
2023-07-10,Pipeline_3,70.24,87.29,Good
2023-07-10,Pipeline_4,63.14,104.47,Good
2023-07-10,Pipeline_5,59.91,113.84,Good
2023-07-10,Pipeline_6,61.97,94.3,Good
2023-07-10,Pipeline_7,66.54,100.52,Under Repair
2023-07-10,Pipeline_8,67.47,119.28,Good
2023-07-10,Pipeline_9,63.52,138.56,Good
2023-07-10,Pipeline_10,58.73,125.63,Good
2023-07-10,Pipeline_11,61.1,113.94,Good
2023-07-10,Pipeline_12,51.35,102.94,Good
2023-07-10,Pipeline_13,58.95,113.5,Good
2023-07-10,Pipeline_14,46.85,151.29,Good
2023-07-10,Pipeline_15,63.93,121.13,Good
2023-07-10,Pipeline_16,65.17,142.4,Needs Inspection
2023-07-10,Pipeline_17,66.38,142.29,Good
2023-07-10,Pipeline_18,63.16,96.99,Good
2023-07-10,Pipeline_19,56.01,118.25,Good
2023-07-10,Pipeline_20,64.87,105.68,Needs Inspection
2023-07-11,Pipeline_1,62.71,127.8,Good
2023-07-11,Pipeline_2,57.5,107.57,Good
2023-07-11,Pipeline_3,59.72,122.96,Good
2023-07-11,Pipeline_4,57.71,138.4,Good
2023-07-11,Pipeline_5,58.84,106.72,Under Repair
2023-07-11,Pipeline_6,58.06,103.1,Good
2023-07-11,Pipeline_7,65.78,141.79,Needs Inspection
2023-07-11,Pipeline_8,50.12,131.54,Good
2023-07-11,Pipeline_9,69.12,104.37,Needs Inspection
2023-07-11,Pipeline_10,65.04,125.11,Good
2023-07-11,Pipeline_11,58.58,126.24,Good
2023-07-11,Pipeline_12,57.49,87.09,Needs Inspection
2023-07-11,Pipeline_13,55.6,131.89,Good
2023-07-11,Pipeline_14,64.77,109.29,Good
2023-07-11,Pipeline_15,63.2,110.3,Good
2023-07-11,Pipeline_16,56.32,100.13,Under Repair
2023-07-11,Pipeline_17,69.03,118.02,Good
2023-07-11,Pipeline_18,66.06,112.12,Good
2023-07-11,Pipeline_19,59.12,114.87,Good
2023-07-11,Pipeline_20,65.26,109.79,Good
2023-07-12,Pipeline_1,62.46,138.62,Good
2023-07-12,Pipeline_2,54.71,112.21,Good
2023-07-12,Pipeline_3,55.87,141.67,Good
2023-07-12,Pipeline_4,54.15,120.7,Good
2023-07-12,Pipeline_5,55.96,135.37,Good
2023-07-12,Pipeline_6,58.17,115.46,Good
2023-07-12,Pipeline_7,66.93,111.17,Good
2023-07-12,Pipeline_8,61.09,109.76,Good
2023-07-12,Pipeline_9,65.3,111.14,Good
2023-07-12,Pipeline_10,58.73,129.48,Good
2023-07-12,Pipeline_11,60.69,108.79,Good
2023-07-12,Pipeline_12,68.49,120.89,Good
2023-07-12,Pipeline_13,60.27,108.38,Good
2023-07-12,Pipeline_14,58.44,87.71,Good
2023-07-12,Pipeline_15,53.98,120.32,Needs Inspection
2023-07-12,Pipeline_16,53.32,136.46,Under Repair
2023-07-12,Pipeline_17,63.78,149.33,Good
2023-07-12,Pipeline_18,61.8,97.38,Good
2023-07-12,Pipeline_19,55.56,133.38,Good
2023-07-12,Pipeline_20,70.06,106.19,Good
2023-07-13,Pipeline_1,64.52,127.9,Good
2023-07-13,Pipeline_2,56.94,106.85,Good
2023-07-13,Pipeline_3,67.79,114.82,Good
2023-07-13,Pipeline_4,59.84,105.58,Good
2023-07-13,Pipeline_5,64.91,107.11,Good
2023-07-13,Pipeline_6,59.16,86.35,Good
2023-07-13,Pipeline_7,63.5,99.07,Good
2023-07-13,Pipeline_8,55.95,115.88,Good
2023-07-13,Pipeline_9,66.1,131.02,Needs Inspection
2023-07-13,Pipeline_10,56.22,131.42,Good
2023-07-13,Pipeline_11,63.56,133.7,Good
2023-07-13,Pipeline_12,59.57,121.25,Good
2023-07-13,Pipeline_13,63.84,90.58,Good
2023-07-13,Pipeline_14,71.34,94.47,Good
2023-07-13,Pipeline_15,63.93,102.02,Good
2023-07-13,Pipeline_16,70.84,115.43,Good
2023-07-13,Pipeline_17,59.43,110.17,Good
2023-07-13,Pipeline_18,60.53,151.8,Good
2023-07-13,Pipeline_19,64.68,121.49,Good
2023-07-13,Pipeline_20,63.0,128.19,Good
2023-07-14,Pipeline_1,62.64,118.3,Good
2023-07-14,Pipeline_2,55.84,142.41,Good
2023-07-14,Pipeline_3,59.75,140.45,Good
2023-07-14,Pipeline_4,58.15,113.76,Good
2023-07-14,Pipeline_5,67.7,121.22,Good
2023-07-14,Pipeline_6,63.34,113.2,Good
2023-07-14,Pipeline_7,64.08,104.98,Good
2023-07-14,Pipeline_8,61.08,107.97,Good
2023-07-14,Pipeline_9,59.84,112.94,Good
2023-07-14,Pipeline_10,62.61,127.42,Good
2023-07-14,Pipeline_11,58.3,92.56,Good
2023-07-14,Pipeline_12,58.98,112.15,Good
2023-07-14,Pipeline_13,68.62,100.52,Good
2023-07-14,Pipeline_14,58.62,122.86,Needs Inspection
2023-07-14,Pipeline_15,66.74,97.9,Good
2023-07-14,Pipeline_16,58.92,131.8,Good
2023-07-14,Pipeline_17,62.08,107.43,Good
2023-07-14,Pipeline_18,55.2,137.76,Good
2023-07-14,Pipeline_19,62.07,103.77,Good
2023-07-14,Pipeline_20,67.77,102.14,Good
2023-07-15,Pipeline_1,62.26,129.96,Good
2023-07-15,Pipeline_2,61.93,108.52,Good
2023-07-15,Pipeline_3,56.92,134.32,Good
2023-07-15,Pipeline_4,56.36,131.4,Under Repair
2023-07-15,Pipeline_5,62.13,110.15,Good
2023-07-15,Pipeline_6,57.88,137.31,Good
2023-07-15,Pipeline_7,53.26,144.74,Good
2023-07-15,Pipeline_8,64.11,140.1,Good
2023-07-15,Pipeline_9,54.66,102.39,Good
2023-07-15,Pipeline_10,63.99,128.6,Good
2023-07-15,Pipeline_11,55.99,132.5,Good
2023-07-15,Pipeline_12,58.27,123.38,Under Repair
2023-07-15,Pipeline_13,60.47,135.91,Good
2023-07-15,Pipeline_14,68.61,122.96,Good
2023-07-15,Pipeline_15,58.1,121.75,Good
2023-07-15,Pipeline_16,53.13,120.7,Good
2023-07-15,Pipeline_17,59.21,112.11,Good
2023-07-15,Pipeline_18,64.39,135.31,Good
2023-07-15,Pipeline_19,66.8,146.01,Good
2023-07-15,Pipeline_20,55.76,124.51,Good
2023-07-16,Pipeline_1,76.4,129.21,Good
2023-07-16,Pipeline_2,59.4,142.99,Good
2023-07-16,Pipeline_3,56.57,114.15,Good
2023-07-16,Pipeline_4,56.31,130.44,Good
2023-07-16,Pipeline_5,46.86,116.45,Good
2023-07-16,Pipeline_6,65.14,115.89,Good
2023-07-16,Pipeline_7,62.96,117.25,Good
2023-07-16,Pipeline_8,52.72,110.08,Good
2023-07-16,Pipeline_9,63.31,114.07,Needs Inspection
2023-07-16,Pipeline_10,58.43,136.26,Under Repair
2023-07-16,Pipeline_11,55.96,139.71,Good
2023-07-16,Pipeline_12,66.09,133.35,Good
2023-07-16,Pipeline_13,61.44,120.44,Good
2023-07-16,Pipeline_14,62.93,115.68,Good
2023-07-16,Pipeline_15,56.26,117.06,Good
2023-07-16,Pipeline_16,67.33,106.7,Good
2023-07-16,Pipeline_17,64.25,137.82,Good
2023-07-16,Pipeline_18,59.19,123.93,Good
2023-07-16,Pipeline_19,63.62,122.51,Good
2023-07-16,Pipeline_20,56.13,97.78,Good
2023-07-17,Pipeline_1,59.2,97.39,Needs Inspection
2023-07-17,Pipeline_2,56.95,106.69,Needs Inspection
2023-07-17,Pipeline_3,61.37,118.57,Good
2023-07-17,Pipeline_4,55.55,118.09,Under Repair
2023-07-17,Pipeline_5,59.44,131.17,Good
2023-07-17,Pipeline_6,61.59,119.77,Good
2023-07-17,Pipeline_7,59.96,112.62,Good
2023-07-17,Pipeline_8,59.65,114.32,Good
2023-07-17,Pipeline_9,61.97,121.85,Good
2023-07-17,Pipeline_10,55.76,143.97,Good
2023-07-17,Pipeline_11,67.9,124.0,Needs Inspection
2023-07-17,Pipeline_12,59.61,121.02,Good
2023-07-17,Pipeline_13,67.24,108.48,Good
2023-07-17,Pipeline_14,60.04,131.47,Good
2023-07-17,Pipeline_15,59.51,140.21,Good
2023-07-17,Pipeline_16,58.03,114.73,Good
2023-07-17,Pipeline_17,56.4,114.18,Needs Inspection
2023-07-17,Pipeline_18,62.42,98.72,Good
2023-07-17,Pipeline_19,57.72,105.72,Needs Inspection
2023-07-17,Pipeline_20,65.44,134.46,Good
2023-07-18,Pipeline_1,71.08,127.45,Good
2023-07-18,Pipeline_2,59.12,116.15,Under Repair
2023-07-18,Pipeline_3,53.88,106.92,Good
2023-07-18,Pipeline_4,57.4,116.01,Good
2023-07-18,Pipeline_5,53.84,129.36,Good
2023-07-18,Pipeline_6,61.99,128.29,Good
2023-07-18,Pipeline_7,58.23,124.66,Good
2023-07-18,Pipeline_8,67.75,128.15,Good
2023-07-18,Pipeline_9,51.68,110.04,Good
2023-07-18,Pipeline_10,52.37,101.58,Good
2023-07-18,Pipeline_11,63.96,121.36,Good
2023-07-18,Pipeline_12,58.45,116.09,Needs Inspection
2023-07-18,Pipeline_13,58.07,120.44,Needs Inspection
2023-07-18,Pipeline_14,50.54,116.15,Good
2023-07-18,Pipeline_15,53.04,103.74,Good
2023-07-18,Pipeline_16,57.55,140.46,Good
2023-07-18,Pipeline_17,66.55,90.93,Under Repair
2023-07-18,Pipeline_18,61.43,120.31,Good
2023-07-18,Pipeline_19,61.21,115.36,Good
2023-07-18,Pipeline_20,71.56,129.9,Needs Inspection
2023-07-19,Pipeline_1,61.81,115.81,Needs Inspection
2023-07-19,Pipeline_2,58.4,117.24,Under Repair
2023-07-19,Pipeline_3,67.95,99.1,Good
2023-07-19,Pipeline_4,63.24,103.55,Good
2023-07-19,Pipeline_5,59.88,129.33,Good
2023-07-19,Pipeline_6,65.0,116.88,Good
2023-07-19,Pipeline_7,56.05,117.59,Good
2023-07-19,Pipeline_8,59.87,135.52,Good
2023-07-19,Pipeline_9,60.3,114.63,Good
2023-07-19,Pipeline_10,51.12,124.0,Good
2023-07-19,Pipeline_11,64.4,154.59,Good
2023-07-19,Pipeline_12,62.25,103.52,Good
2023-07-19,Pipeline_13,56.96,124.24,Good
2023-07-19,Pipeline_14,53.35,133.52,Good
2023-07-19,Pipeline_15,58.72,115.14,Good
2023-07-19,Pipeline_16,58.63,112.37,Good
2023-07-19,Pipeline_17,61.19,123.99,Good
2023-07-19,Pipeline_18,68.62,133.72,Good
2023-07-19,Pipeline_19,53.56,122.46,Good
2023-07-19,Pipeline_20,52.8,109.51,Needs Inspection
2023-07-20,Pipeline_1,68.39,127.65,Good
2023-07-20,Pipeline_2,52.3,114.37,Good
2023-07-20,Pipeline_3,60.64,127.11,Under Repair
2023-07-20,Pipeline_4,63.24,116.34,Good
2023-07-20,Pipeline_5,59.56,86.3,Good
2023-07-20,Pipeline_6,62.18,116.83,Needs Inspection
2023-07-20,Pipeline_7,58.78,122.85,Good
2023-07-20,Pipeline_8,67.96,119.83,Good
2023-07-20,Pipeline_9,62.15,152.83,Good
2023-07-20,Pipeline_10,68.98,110.99,Good
2023-07-20,Pipeline_11,60.89,118.11,Good
2023-07-20,Pipeline_12,49.76,119.28,Under Repair
2023-07-20,Pipeline_13,64.52,107.36,Needs Inspection
2023-07-20,Pipeline_14,64.32,125.81,Good
2023-07-20,Pipeline_15,66.92,134.58,Good
2023-07-20,Pipeline_16,58.72,125.99,Good
2023-07-20,Pipeline_17,53.83,119.98,Under Repair
2023-07-20,Pipeline_18,62.42,110.61,Good
2023-07-20,Pipeline_19,57.11,121.41,Good
2023-07-20,Pipeline_20,69.5,111.06,Good
2023-07-21,Pipeline_1,64.05,128.92,Good
2023-07-21,Pipeline_2,58.99,118.01,Good
2023-07-21,Pipeline_3,62.26,143.14,Needs Inspection
2023-07-21,Pipeline_4,62.15,125.46,Good
2023-07-21,Pipeline_5,57.37,136.47,Good
2023-07-21,Pipeline_6,61.13,125.98,Good
2023-07-21,Pipeline_7,58.17,133.34,Good
2023-07-21,Pipeline_8,65.47,149.49,Good
2023-07-21,Pipeline_9,58.22,118.1,Needs Inspection
2023-07-21,Pipeline_10,60.24,135.17,Good
2023-07-21,Pipeline_11,59.98,148.45,Good
2023-07-21,Pipeline_12,55.47,106.79,Good
2023-07-21,Pipeline_13,58.13,114.27,Good
2023-07-21,Pipeline_14,61.67,129.46,Good
2023-07-21,Pipeline_15,51.58,109.6,Good
2023-07-21,Pipeline_16,61.09,109.73,Good
2023-07-21,Pipeline_17,56.53,128.83,Good
2023-07-21,Pipeline_18,56.34,119.97,Good
2023-07-21,Pipeline_19,66.94,141.27,Good
2023-07-21,Pipeline_20,61.94,130.72,Good
2023-07-22,Pipeline_1,64.11,107.79,Good
2023-07-22,Pipeline_2,57.95,105.71,Good
2023-07-22,Pipeline_3,54.8,104.87,Under Repair
2023-07-22,Pipeline_4,63.99,130.69,Good
2023-07-22,Pipeline_5,51.23,126.5,Good
2023-07-22,Pipeline_6,55.56,123.4,Good
2023-07-22,Pipeline_7,55.92,134.86,Good
2023-07-22,Pipeline_8,57.23,135.29,Good
2023-07-22,Pipeline_9,60.0,110.93,Good
2023-07-22,Pipeline_10,55.63,117.13,Good
2023-07-22,Pipeline_11,61.32,125.83,Good
2023-07-22,Pipeline_12,60.65,127.23,Good
2023-07-22,Pipeline_13,52.62,152.88,Good
2023-07-22,Pipeline_14,64.21,114.75,Good
2023-07-22,Pipeline_15,54.17,132.65,Under Repair
2023-07-22,Pipeline_16,64.41,121.58,Good
2023-07-22,Pipeline_17,55.56,117.71,Good
2023-07-22,Pipeline_18,53.81,136.75,Under Repair
2023-07-22,Pipeline_19,62.06,123.63,Needs Inspection
2023-07-22,Pipeline_20,55.88,132.06,Under Repair
2023-07-23,Pipeline_1,65.92,101.92,Good
2023-07-23,Pipeline_2,61.96,102.52,Good
2023-07-23,Pipeline_3,61.27,134.35,Good
2023-07-23,Pipeline_4,60.19,139.42,Good
2023-07-23,Pipeline_5,61.06,103.7,Good
2023-07-23,Pipeline_6,63.86,96.16,Good
2023-07-23,Pipeline_7,61.32,140.27,Needs Inspection
2023-07-23,Pipeline_8,65.03,120.7,Good
2023-07-23,Pipeline_9,49.81,133.32,Good
2023-07-23,Pipeline_10,51.67,128.92,Good
2023-07-23,Pipeline_11,72.42,130.07,Good
2023-07-23,Pipeline_12,68.09,105.48,Good
2023-07-23,Pipeline_13,57.61,130.01,Good
2023-07-23,Pipeline_14,64.66,123.44,Good
2023-07-23,Pipeline_15,61.33,120.69,Good
2023-07-23,Pipeline_16,61.76,125.69,Needs Inspection
2023-07-23,Pipeline_17,59.99,124.73,Good
2023-07-23,Pipeline_18,65.79,118.08,Good
2023-07-23,Pipeline_19,58.17,118.02,Good
2023-07-23,Pipeline_20,55.69,119.19,Good
2023-07-24,Pipeline_1,64.51,99.93,Good
2023-07-24,Pipeline_2,62.1,129.49,Good
2023-07-24,Pipeline_3,54.23,127.18,Under Repair
2023-07-24,Pipeline_4,63.04,129.34,Good
2023-07-24,Pipeline_5,60.25,115.75,Good
2023-07-24,Pipeline_6,57.9,141.03,Good
2023-07-24,Pipeline_7,54.76,95.94,Good
2023-07-24,Pipeline_8,60.72,124.24,Under Repair
2023-07-24,Pipeline_9,61.77,127.81,Good
2023-07-24,Pipeline_10,62.0,131.95,Good
2023-07-24,Pipeline_11,61.11,152.85,Under Repair
2023-07-24,Pipeline_12,57.18,120.18,Good
2023-07-24,Pipeline_13,59.53,120.73,Good
2023-07-24,Pipeline_14,64.96,125.12,Good
2023-07-24,Pipeline_15,63.57,106.8,Good
2023-07-24,Pipeline_16,58.02,113.33,Good
2023-07-24,Pipeline_17,68.58,105.51,Good
2023-07-24,Pipeline_18,58.66,106.09,Good
2023-07-24,Pipeline_19,61.16,121.1,Good
2023-07-24,Pipeline_20,59.26,133.35,Good
2023-07-25,Pipeline_1,61.18,136.93,Good
2023-07-25,Pipeline_2,61.78,113.37,Good
2023-07-25,Pipeline_3,50.84,146.38,Good
2023-07-25,Pipeline_4,63.47,132.9,Good
2023-07-25,Pipeline_5,53.56,111.0,Good
2023-07-25,Pipeline_6,61.52,139.08,Under Repair
2023-07-25,Pipeline_7,64.46,127.69,Good
2023-07-25,Pipeline_8,67.21,120.61,Good
2023-07-25,Pipeline_9,53.8,102.43,Good
2023-07-25,Pipeline_10,59.49,130.81,Good
2023-07-25,Pipeline_11,61.57,130.15,Good
2023-07-25,Pipeline_12,60.45,117.32,Good
2023-07-25,Pipeline_13,60.87,109.98,Good
2023-07-25,Pipeline_14,58.65,88.49,Good
2023-07-25,Pipeline_15,58.0,116.8,Good
2023-07-25,Pipeline_16,60.66,115.52,Under Repair
2023-07-25,Pipeline_17,53.69,133.39,Good
2023-07-25,Pipeline_18,56.33,109.43,Good
2023-07-25,Pipeline_19,61.34,133.42,Good
2023-07-25,Pipeline_20,58.43,109.4,Good
2023-07-26,Pipeline_1,54.86,113.28,Good
2023-07-26,Pipeline_2,58.18,134.36,Good
2023-07-26,Pipeline_3,57.24,119.77,Good
2023-07-26,Pipeline_4,62.85,98.06,Good
2023-07-26,Pipeline_5,57.08,130.03,Good
2023-07-26,Pipeline_6,52.7,130.28,Good
2023-07-26,Pipeline_7,63.74,145.0,Good
2023-07-26,Pipeline_8,62.04,155.83,Good
2023-07-26,Pipeline_9,61.32,135.41,Good
2023-07-26,Pipeline_10,58.98,110.7,Good
2023-07-26,Pipeline_11,64.5,104.1,Under Repair
2023-07-26,Pipeline_12,59.16,98.37,Under Repair
2023-07-26,Pipeline_13,59.02,128.59,Good
2023-07-26,Pipeline_14,56.9,113.04,Good
